,BID,Plot,math,dp,implementation,greedy,data structures,sortings,dfs,graphs,trees,constructive algorithms,brute force,strings,binary search,number theory,geometry
1178,132/D," The only line of input contains a positive integer n, written as its binary notation. The length of the notation is at most 106. The first digit of the notation is guaranteed to be 1.",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1179,134/A," The first line contains the integer n (2_____2Â·105). The second line contains elements of the sequence a1,_2,...,_n (1___i__1000). All the elements are positive integers.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1180,134/B, The input contains the only integer n (1_____106).,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1181,138/B, The first line contains a positive integer n  the original number. The number of digits in this number does not exceed 105. The number is written without any leading zeroes.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1182,138/C," The first line contains two integers n and m (1_____105, 1_____104)  the number of trees and mushrooms, respectively. Each of the next n lines contain four integers  ai, hi, li, ri (|ai|__109, 1___i__109, 0___i,_i,_i+_i__100) which represent the coordinate of the i-th tree, its height, the percentage of the probabilities that the tree falls to the left and to the right, respectively (the remaining percentage is the probability that the tree will stand on). Each of next m lines contain two integers bj, zj (|bj|__109, 1___j__103) which represent the coordinate and the magical power of the j-th mushroom, respectively. An arbitrary number of trees and mushrooms can grow in one point.",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1183,142/A, The only line contains integer n from the problem's statement (1_____109).,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1184,147/B," The first line contains two positive integers n and m (), where n is the number of rooms, and m is the number of doors in the Smile House. Then follows the description of the doors: m lines each containing four integers i, j, cij Ð¸ cji (1___,____,____,_-104___ij,_ji__104). It is guaranteed that no more than one door connects any two rooms. No door connects the room with itself.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1185,148/C," The only line of input data contains three integer numbers n,_ and b (1_____100,0___,___15,_>_+_), separated with single spaces.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1186,148/E," The first line of input data contains two integers n (1_____100) and m (1_____10000). The next n lines contain the values of the items on the shelves: the first number gives the number of items on this shelf (an integer between 1 and 100, inclusive), followed by the values of the items (integers between 1 and 100, inclusive), in the order in which they appear on the shelf (the first number corresponds to the leftmost item, the last one  to the rightmost one). The total number of items is guaranteed to be at least m.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,150/A," The first line contains the only integer q (1_____1013). Please do not use the %lld specificator to read or write 64-bit integers in Ð¡++. It is preferred to use the cin, cout streams or the %I64d specificator.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1188,150/B," The first and only line contains three integers: n, m and k (1___,_,___2000).",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1189,150/C," The first line contains three integers n, m and c (2_____150000, 1_____300000, 1_____10000). The next line contains n integers xi (0___i__109, x1=0, xi<_i+1)  the coordinates of the stops on the bus's route. The third line contains n-1 integer pi (0___i__100)  the probability of inspection in percents on the segment between stop i and stop i+1. Then follow m lines that describe the bus's passengers. Each line contains exactly two integers ai and bi (1___i<_i___)  the numbers of stops where the i-th passenger gets on and off.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1190,151/B," The first line contains an integer n (1_____100)  the number of friends. Then follow n data blocks that describe each friend's phone books. Each block is presented in the following form: first goes the line that contains integer si and string namei (0___i__100)  the number of phone numbers in the phone book of the i-th friend and the name of the i-th friend. The name is a non-empty sequence of uppercase and lowercase Latin letters, containing no more than 20 characters. Next si lines contain numbers as ""XX-XX-XX"", where X is arbitrary digits from 0 to 9.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1191,152/A," The first input line contains two integers n and m (1___,___100)  the number of students and the number of subjects, correspondingly. Next n lines each containing m characters describe the gradebook. Each character in the gradebook is a number from 1 to 9. Note that the marks in a rows are not sepatated by spaces.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1192,154/C," The first line contains two space-separated integers n and m (1_____106, 0_____106),  the number of profiles and the number of pairs of friends, correspondingly. Next m lines contains descriptions of pairs of friends in the format ""v u"", where v and u (1___,____,____) are numbers of profiles that are friends with each other. It is guaranteed that each unordered pair of friends occurs no more than once and no profile is friends with itself.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1193,154/D," The first line contains four space-separated integers  x1, x2, a and b (x1___2, a___, -109___1,_2,_,___109)  coordinates of the points where the first and the second participant start, and the numbers that determine the players' moves, correspondingly.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,159/E," The first line contains an integer n (2_____105)  the number of cubes. Next n lines contain the descriptions of the cubes, one description per line. A cube description consists of two space-separated integers ci and si (1___i,_i__109)  the i-th cube's color and size, correspondingly. It is guaranteed that there are at least two cubes of different colors.",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1195,16/C," The first line of the input contains 4 integers  a, b, x and y (1___,_,_,___2Â·109).",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1196,16/D," The first input line contains number n (1_____100). The following n lines contain recordings in format Â«[time]: messageÂ», where time is given in format Â«hh:mm x.m.Â». For hh two-digit numbers from 01 to 12 are used, for mm two-digit numbers from 00 to 59 are used, and x is either character Â«aÂ» or character Â«pÂ». A message is a non-empty sequence of Latin letters and/or spaces, it doesn't start or end with a space. The length of each message doesn't exceed 20.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1197,160/D," The first line contains two integers n and m (2_____105, )  the number of the graph's vertexes and edges, correspondingly. Then follow m lines, each of them contains three integers  the description of the graph's edges as ""ai bi wi"" (1___i,_i___,1___i__106,_i___i), where ai and bi are the numbers of vertexes connected by the i-th edge, wi is the edge's weight. It is guaranteed that the graph is connected and doesn't contain loops or multiple edges.",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1198,160/E," The first line contains two integers n and m (1___,___105)  the number of buses and the number of people. Then n lines follow, each of them contains three integers: si, fi, ti (1___i,_i,_i__109,_i<_i)  the description of the buses. It is guaranteed that all ti-s are different. Then m lines follow, each of them contains three integers: li, ri, bi (1___i,_i,_i__109,_i<_i)  the Bertown citizens' description. Some bi-s could coincide.",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1199,163/B," The first line contains space-separated integers n, k and h (1________105, 1_____104)  the total number of lemmings, the number of ledges and the distance between adjacent ledges. The second line contains n space-separated integers m1,_2,...,_n (1___i__109), where mi is the weight of i-th lemming. The third line contains n space-separated integers v1,_2,...,_n (1___i__109), where vi is the speed of i-th lemming.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1200,163/C," The first line contains space-separated integers n, l, v1 and v2 (1_____105, 1___,_1,_2__109)  the number of the chocolates, the length of the conveyor's visible part, the conveyor's speed and Anton's speed. The second line contains a sequence of space-separated integers a1,_2,...,_n (0___1<_2<...<_n<2l)  the coordinates of the chocolates.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1201,163/E," The first line contains space-separated integers n and k (1___,___105)  the number of queries to the system and the number of potential government members. Next k lines contain the surnames a1,_2,...,_k, one per line. All surnames are pairwise different. Next n lines contain queries to the system, one per line. Each query consists of a character that determines an operation and the operation argument, written consecutively without a space. Operation ""include in the government"" corresponds to the character ""+"", operation ""exclude"" corresponds to ""-"". An argument of those operations is an integer between 1 and k  the index of the citizen involved in the operation. Any citizen can be included and excluded from the government an arbitrary number of times in any order. Including in the government a citizen who is already there or excluding the citizen who isn't there changes nothing. The operation ""calculate politicization"" corresponds to character ""?"". Its argument is a text. All strings  surnames and texts  are non-empty sequences of lowercase Latin letters. The total length of all surnames doesn't exceed 106, the total length of all texts doesn't exceed 106.",0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
1202,164/D," The first input line contains a pair of integers n,_ (2_____1000, 1_____30, k<_)  the numbers of points on the plane and the number of points to delete, correspondingly. Next n lines describe the points, one per line. Each description consists of a pair of integers xi,_i (0___i,_i__32000)  the coordinates of the i-th point. The given points can coincide.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1203,167/A," The first input line contains three space-separated integers n, a, d (1_____105, 1___,___106)  the number of trolleybuses, their maximum acceleration and the distance from the depot to the final station, correspondingly. Next n lines contain pairs of integers ti vi (0___1<_2...<_n-1<_n__106, 1___i__106)  the time when the i-th trolleybus leaves the depot and its maximum speed, correspondingly. The numbers in the lines are separated by spaces.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1204,169/A," The first input line contains three integers n,_ and b (2_____2000; a,___1; a+_=_)  the total number of chores, the number of Petya's chores and the number of Vasya's chores. The next line contains a sequence of integers h1,_2,...,_n (1___i__109), hi is the complexity of the i-th chore. The numbers in the given sequence are not necessarily different. All numbers on the lines are separated by single spaces.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1205,172/C," The first line contains two space-separated integers n,_ (1___,___105)  the number of students and the number of passengers the bus can transport, correspondingly. Next n lines contain descriptions of the students, one per line. Each line contains a pair of integers ti,_i (1___i__105,1___i__104). The lines are given in the order of strict increasing of ti. Values of xi can coincide.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1206,172/D," The only input line contains a pair of integers a, n (1___,___107; a+_-1__107).",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1207,172/E," The first line of the input contains a BHTML-document. The document has length from 4 to 106 characters. The document has a correct structure, doesn't contain spaces or any other unnecessary characters. Tagnames consist of lowercase Latin letters, their lengths are from 1 to 10 characters. The second line contains an integer m (1_____200)  the number of queries. Then m lines contain the queries, one per line. Each query is a sequence x1,_2,...,_n, where xi is the i-th element of the query, and n (1_____200) is the number of elements in the query. The elements are separated by single spaces. Each query doesn't begin with and doesn't end with a space. Each query element is a sequence of lowercase Latin letters with length from 1 to 10.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1208,175/A, The only line of input contains non-empty string s obtained by Vasya. The string consists of digits only. The string length does not exceed 30 characters.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1209,185/C," The first line contains a single integer n (1_____50)   the number of rows with scales. The next line contains n space-separated integers ai (1___i__106)   the masses of the oats in kilograms. The next n lines contain descriptions of the scales: the i-th line contains (n-_+1) space-separated integers wi,_ (1___i,___106)   the weight capacity parameters for the scales that stand on the i-th row, in kilograms.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,189/A," The first line contains four space-separated integers n, a, b and c (1___,_,_,___4000)   the length of the original ribbon and the acceptable lengths of the ribbon pieces after the cutting, correspondingly. The numbers a, b and c can coincide.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1211,19/B," The first input line contains number n (1_____2000). In each of the following n lines each item is described by a pair of numbers ti, ci (0___i__2000,1___i__109). If ti is 0, Bob won't be able to steal anything, while the checkout assistant is occupied with item i.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,190/B," The input files consist of two lines. Each line represents the city and the flatland ring that surrounds it as three space-separated integers xi, yi, ri (|xi|,|yi|__104; 1___i__104)   the city's coordinates and the distance from the city to the flatlanders, correspondingly. It is guaranteed that the cities are located at different points.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1213,191/C," The first line contains a single integer n (2_____105)   the number of cities. Each of the next n-1 lines contains two space-separated integers ui,_i (1___i,_i___, ui___i), that means that there is a road connecting cities ui and vi. The next line contains integer k (0_____105)   the number of pairs of fools who visit each other. Next k lines contain two space-separated numbers. The i-th line (i>0) contains numbers ai,_i (1___i,_i___). That means that the fool number 2i-1 lives in city ai and visits the fool number 2i, who lives in city bi. The given pairs describe simple paths, because between every pair of cities there is only one simple path.",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1214,193/B," The first line contains space-separated integers n, u and r (1___,___30, 0_____100)   the number of elements in each array, the number of operations and the number that describes one of the operations. Each of the next four lines contains n space-separated integers   arrays a, b, k, p. The first line has array a, the second line has array b, the third line has array k and the fourth one has array p. It is guaranteed that elements of arrays a and b are positive and do not exceed 104 (1___i,_i__104), elements of array k do not exceed 104 in the absolute value (|k|__104) and p is a permutation of numbers from 1 to n.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1215,193/C," The first line contains space-separated integers h(s1,_2), h(s1,_3), h(s1,_4). The second line contains space-separated integers h(s2,_3) and h(s2,_4). The third line contains the single integer h(s3,_4). All given integers h(si,_j) are non-negative and do not exceed 105. It is guaranteed that at least one number h(si,_j) is positive.",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1216,193/D," The first line contains integer n (1_____3Â·105)   the permutation size. The second line contains n space-separated distinct integers pi, (1___i___).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1217,194/B, The first line contains integer t (1_____104)   the number of test cases. The second line contains t space-separated integers ni (1___i__109)   the sides of the square for each test sample.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,2/B," The first line contains an integer number n (2_____1000), n is the size of the matrix. Then follow n lines containing the matrix elements (non-negative integer numbers not exceeding 109).",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,2/C," The input data consists of three lines, each of them describes the position of one stadium. The lines have the format x,__,__, where (x,_) are the coordinates of the stadium's center (-_103___,____103), and r (1______103) is its radius. All the numbers in the input data are integer, stadiums do not have common points, and their centers are not on the same line.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1220,20/B," The first line contains three integer numbers A,_ and C (-105___,_,___105). Any coefficient may be equal to 0.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,20/C," The first line contains two integers n and m (2_____105,0_____105), where n is the number of vertices and m is the number of edges. Following m lines contain one edge each in form ai, bi and wi (1___i,_i___,1___i__106), where ai,_i are edge endpoints and wi is the length of the edge. It is possible that the graph has loops and multiple edges between pair of vertices.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1222,200/A," The first input line contains three integers n, m, k (1___,___2000, 1______in(nÂ·m,105)   the number of rows in the room, the number of seats in each row and the number of people in the line, correspondingly. Each of the next k lines contains two integers xi, yi (1___i___, 1___i___)   the coordinates of the seat each person has chosen. Numbers on the same line are separated by a space. The pairs of coordinates are located in the order, in which people stand in the line, starting from the head (the first person in the line who stands in front of the box office) to the tail (the last person in the line).",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1223,204/C," The first line contains a single integer n (1_____2Â·105)   the length of strings a and b. The second line contains string a, the third line contains string b. The strings consist of uppercase English letters only. The length of both strings equals n.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,205/B," The first line contains a single integer n (1_____105)   the size of array a. The next line contains n integers, separated by single spaces   array a (1___i__109). The array elements are listed in the line in the order of their index's increasing.",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1225,208/B," The first input line contains a single integer n (1_____52)   the number of cards in Vasya's deck. The next line contains n space-separated strings c1,_2,...,_n, where string ci describes the i-th card on the table. Each string ci consists of exactly two characters, the first one represents the card's value, the second one represents its suit. Cards on the table are numbered from left to right. A card's value is specified by one of these characters: ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""T"", ""J"", ""Q"", ""K"", ""A"". A card's suit is specified by one of these characters: ""S"", ""D"", ""H"", ""C"". It is not guaranteed that the deck has all possible cards. Also, the cards in Vasya's deck can repeat.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1226,209/C," The first line contains two integers n and m (1_____106; 0_____106)   the number of glades in the park and the number of trails in the park, respectively. Next m lines specify the trails. The i-th line specifies the i-th trail as two space-separated numbers, xi, yi (1___i,_i___)   the numbers of the glades connected by this trail.",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1227,21/A," The input contains of a single line. The line has the length between 1 and 100 characters, inclusive. Each characters has ASCII-code between 33 and 127, inclusive.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1228,21/B," The first line of the input contains three integer numbers A1,_1,_1 separated by space. The second line contains three integer numbers A2,_2,_2 separated by space. All the numbers are between -100 and 100, inclusive.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1229,21/C, The first input line contains integer n (1_____105)   amount of squares in the stripe. The second line contains n space-separated numbers   they are the numbers written in the squares of the stripe. These numbers are integer and do not exceed 10000 in absolute value.,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1230,212/D," The first line contains a single integer n (1_____106)   the number of planks in the fence. The second line contains a sequence of integers a1,_2,...,_n (1___i__109) where ai is the height of the i-th plank of the fence. The third line contains an integer m (1_____106) and the next line contains m space-separated integers k1,_2,...,_m (1___i___) where ki is the width of the desired fuchsia-colored rectangle in planks.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1231,212/E," The first input line contains integer n (3_____5000)   the number of junctions in the city. Next n-1 lines list all roads one per line. Each road is given as a pair of integers xi,_i (1___i,_i___)   the indexes of connected junctions. Consider the junctions indexed from 1 to n. It is guaranteed that the given road network is represented by an undirected tree with n vertexes.",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1232,217/B," The first line contains the integers n and r (1___,___106).",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1233,217/C," The first line of input contains a single integer n (2_____106)   the number of colonies of bacteria. The second line contains the formula describing the nutrition process of Formurosa. This line contains only characters Â«0Â», Â«1Â», Â«?Â», Â«|Â», Â«&Â», Â«^Â», Â«(Â», Â«)Â» and complies with the following grammar: s__0|1|?|(s|s)|(s&s)|(s^s) The formula consists of no more than 106 characters.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,219/E," The first line contains two space-separated integers n and m (1___,___2Â·105)   the number of parking places and the number of records correspondingly. Next m lines contain the descriptions of the records, one per line. The i-th line contains numbers ti, idi (1___i__2; 1___di__106). If ti equals 1, then the corresponding record says that the car number idi arrived at the parking lot. If ti equals 2, then the corresponding record says that the car number idi departed from the parking lot. Records about arriving to the parking lot and departing from the parking lot are given chronologically. All events occurred consecutively, no two events occurred simultaneously. It is guaranteed that all entries are correct: each car arrived at the parking lot at most once and departed from the parking lot at most once, there is no record of a departing car if it didn't arrive at the parking lot earlier, there are no more than n cars on the parking lot at any moment. You can consider the cars arbitrarily numbered from 1 to 106, all numbers are distinct. Initially all places in the parking lot are empty.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1235,22/C," The first input line contains 3 space-separated integer numbers n, m, v (3_____105,0_____105,1______), n   amount of servers, m   amount of direct connections, v   index of the server that fails and leads to the failure of the whole system.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1236,22/D, The first line of the input contains single integer number n (1_____1000)   amount of segments. Following n lines contain descriptions of the segments. Each description is a pair of integer numbers   endpoints coordinates. All the coordinates don't exceed 10000 by absolute value. Segments can degenarate to points.,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1237,220/A," The first line contains a single integer n (2_____105)   the size of array a. The next line contains n positive integers, separated by single spaces and not exceeding 109,   array a. Note that the elements of the array are not necessarily distinct numbers.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1238,220/B," The first line contains two space-separated integers n and m (1___,___105)   the size of array a and the number of queries to it. The next line contains n space-separated positive integers a1, a2, ..., an (1___i__109). Next m lines contain descriptions of queries, one per line. The j-th of these lines contains the description of the j-th query as two space-separated integers lj and rj (1___j___j___).",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1239,223/D," The first line contains integer n (3_____105)   the number of vertexes of the given polygon. Next n lines contain two space-separated integers each   the coordinates of the polygon vertexes. The vertexes are listed in the counter-clockwise order. The coordinates of the polygon vertexes do not exceed 104 in their absolute value. The last line contains two space-separated integers s and t (1___,____)   the start and the end vertexes of the sought shortest way. Consider the polygon vertexes numbered in the order they are given in the input, that is, the coordinates of the first vertex are located on the second line of the input and the coordinates of the n-th vertex are on the (n+1)-th line. It is guaranteed that the given polygon is simple, that is, it contains no self-intersections or self-tangencies.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1240,223/E," The first line contains two space-separated integers n and m (3___,___105)   the number of vertexes and edges of the graph. Next m lines contain the edges of the graph: the i-th line contains two space-separated integers ui and vi (1___i,_i___)   the numbers of vertexes, connecting the i-th edge. The next n lines contain the positions of the planar graph vertexes on the plane: the i-th line contains a pair of space-separated integers xi and yi (|xi|,|yi|__109)   the coordinates of the i-th vertex of the graph on the plane. The next line contains integer q (1_____105)   the number of queries. Then follow q lines that describe the queries: the i-th line contains the sequence of space-separated integers ki, a1, a2, ..., aki (1___j___; ki>2), where ki is the cycle length in the i-th query, aj are numbers of the vertexes that form a cycle. The numbers of vertexes in the cycle are given in the clockwise or counterclockwise order. The given cycles are simple, that is they cannot go through a graph vertex more than once. The total length of all cycles in all queries does not exceed 105. It is guaranteed that the given graph contains no bridges, articulation points, loops and multiple edges. It is guaranteed that the edge segments can have common points only at the graph's vertexes.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1241,226/B," The first line contains integer n (1_____105)   the number of stone piles. The second line contains n space-separated integers: a1,_2,...,_n (1___i__109)   the initial sizes of the stone piles. The third line contains integer q (1_____105)   the number of queries. The last line contains q space-separated integers k1,_2,...,_q (1___i__105)   the values of number k for distinct queries. Note that numbers ki can repeat.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1242,228/E," The first line contains two space-separated integers n,_   the number of cities and roads in Berland, correspondingly. Next m lines contain the descriptions of roads in Berland: the i-th line contains three space-separated integers ai,_i,_i (1___i,_i___; ai___i; 0___i__1). The first two integers (ai,_i) are indexes of the cities that are connected by the i-th road, the third integer (ci) equals 1, if the road was initially asphalted, and 0 otherwise. Consider the cities in Berland indexed from 1 to n, and the roads indexed from 1 to m. It is guaranteed that between two Berlandian cities there is not more than one road.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1243,229/D, The first line contains a single integer n (1_____5000)   the number of towers in the city. The next line contains n space-separated integers: the i-th number hi (1___i__105) determines the height of the tower that is i-th (from left to right) in the initial tower sequence.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1244,23/C," The first input line contains one number T   amount of tests. The description of each test starts with a natural number N   amount of boxes. Each of the following 2N-1 lines contains numbers ai and oi   amount of apples and oranges in the i-th box (0___i,_i__109). The sum of N in all the tests in the input doesn't exceed 105. All the input numbers are integer.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1245,232/B," A single line contains space-separated integers n, m, k (1_____100; n_____1018; 0______2)   the number of rows of the table, the number of columns of the table and the number of points each square must contain. Please, do not use the %lld specifier to read or write 64-bit integers in Ð¡++. It is preferred to use the cin, cout streams or the %I64d specifier.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,232/D," The first line contains integer n (1_____105)   the number of wood planks in the fence. The second line contains n space-separated integers h1,_2,...,_n (1___i__109)   the heights of fence planks. The third line contains integer q (1_____105)   the number of queries. Next q lines contain two space-separated integers li and ri (1___i___i___)   the boundaries of the i-th piece of the fence.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1247,234/A," The first input line contains a single even integer n (4_____100)   the number of students in the class. The second line contains exactly n capital English letters ""L"" and ""R"". If the i-th letter at the second line equals ""L"", then the student number i is a lefthander, otherwise he is a righthander.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1248,235/C," The first line contains a non-empty string s. The length of string s is not greater than 106 characters. The second line contains an integer n (1_____105)   the number of queries. Then n lines follow: the i-th line contains the string xi   the string for the i-th query. The total length of xi is less than or equal to 106 characters. In this problem, strings only consist of lowercase English letters.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1249,237/C," A single line contains three space-separated integers a,_,_ (1___,_,___106; a___).",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1250,238/D," The first line of input contains two integers n and q (1___,___105)   represents the length of the sequence s and the number of queries. The second line contains s, a sequence of ""<"", "">"" and digits (0..9) written from left to right. Note, that the characters of s are not separated with spaces. The next q lines each contains two integers li and ri (1___i___i___)   the i-th query.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1251,24/E," The first line contains single integer n (1_____5Â·105)   amount of particles in the collider. Next n lines contain description of particles. Each particle is described by two integers xi, vi (-109___i,_i__109,_i__0)   coordinate and velocity respectively. All the coordinates are distinct. The particles are listed in order of increasing of coordinates. All the coordinates are in meters, and all the velocities   in meters per second. The negative velocity means that after the start of collider the particle will move to the left, and the positive   that the particle will move to the right.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1252,240/F," The first input line contains two integers n and m (1___,___105)   the string length and the number of the queries. The second line contains string s, consisting of n lowercase Latin letters. Each of the next m lines contains a pair of integers li,_i (1___i___i___)   a query to apply to the string.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1253,241/G, Please pay attention! No input will be given to your program for this problem. So you do not have to read from the input anything.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1254,245/F," The first line of the input contains two space-separated integers n and m (1___,___10000). The second and the remaining lines of the input represent the log stream. The second line of the input contains the first record of the log stream, the third line contains the second record and so on. Each record of the log stream has the above described format. All records are given in the chronological order, that is, the warning records are given in the order, in which the warnings appeared in the program. It is guaranteed that the log has at least one record. It is guaranteed that the total length of all lines of the log stream doesn't exceed 5Â·106 (in particular, this means that the length of some line does not exceed 5Â·106 characters). It is guaranteed that all given dates and times are correct, and the string 'MESSAGE"" in all records is non-empty.",0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
1255,246/A, You've got a single integer n (1_____50)   the size of the sorted array.,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1256,250/D," The first line contains integers n, m, a, b (1___,___105, 0<_<_<106). The second line contains n integers in the ascending order: the i-th integer determines the coordinate of point Ai and equals yi (|yi|__106). The third line contains m integers in the ascending order: the i-th integer determines the coordinate of point Bi and equals y'i (|y'i|__106). The fourth line contains m more integers: the i-th of them determines the length of the path that connects the eastern village and point Bi, and equals li (1___i__106). It is guaranteed, that there is such a point C with abscissa at least b, that |BiC|___i for all i (1______). It is guaranteed that no two points Ai coincide. It is guaranteed that no two points Bi coincide.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1257,250/E," The first line contains two integers n and m (2_____100, 1_____104). Next n lines contain the description of Joe's house. The i-th of these lines contains the description of the (n-_+1)-th floor of the house   a line that consists of m characters: ""."" means an empty cell, ""+"" means bricks and ""#"" means a concrete wall. It is guaranteed that the first cell of the n-th floor is empty.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1258,251/D," The first line contains integer n (1_____105), showing how many numbers Petya's mother gave him. The second line contains the actual space-separated numbers. They are all integer, non-negative and do not exceed 1018.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,254/A," The first line contains integer n (1_____3Â·105). The second line contains the sequence of 2n positive integers a1,_2,...,_2n (1___i__5000)   the numbers that are written on the cards. The numbers on the line are separated by single spaces.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1260,254/D," The first line contains three integers n, m and d, separated by single spaces (4___,___1000,1_____8). Next n lines contain the table that represents the basement plan. Each row of the table consists of m characters. Character ""X"" means that the corresponding cell is occupied by the wall, character ""."" represents a empty cell, character ""R"" represents a empty cell with sleeping rats. It is guaranteed that the first and the last row, as well as the first and the last column consist of characters ""X"". The plan has at least two empty cells. There is at least one cell with sleeping rats.",0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1261,255/C," The first line contains integer n (1_____4000). The next line contains n integers b1,_2,...,_n (1___i__106).",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1262,260/A," The first line contains three integers: a,_,_ (1___,_,___105).",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1263,260/B," The first line contains the Prophesy: a non-empty string that only consists of digits and characters ""-"". The length of the Prophesy doesn't exceed 105 characters.",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
