,Unnamed: 0,BID,Plot,math,dp,implementation,greedy,data structures,sortings,dfs,graphs,trees,constructive algorithms,brute force,strings,binary search,number theory,geometry
975,975,121/A,petya love lucky everybody know lucky positive whose decimal representation contains lucky digit example lucky let next minimum lucky larger equal petya interested value expression next ext ext ext help solve problem single contains left right interval limit single print sum next ext ext ext,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
976,976,121/D,petya love lucky everybody know lucky positive whose decimal representation contains lucky digit example lucky petya ha segment move petya take segment let segment replace segment word move petya shift segment left right unit distance petya call full belongs segment full condition lii fulfilled petya make move count quantity full lucky find maximal quantity get contains segment maximum move next pair ii please use lld specificator read write bit preferred use specificator print single single answer problem,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
977,977,1210/A,anadi ha set domino every domino ha part part contains dot every exactly domino dot half dot half set contains exactly domino exact illustration set anadi ha undirected graph without self loop multiple edge want choose domino place edge graph use domino type edge fit domino necessary place domino edge graph placing domino edge chooses direction word half placed domino must directed toward endpoint edge half must directed toward endpoint catch multiple half domino directed toward vertex half must dot many domino anadi place edge graph contains vertex edge graph next denote edge connects vertex graph might disconnected guaranteed graph self loop edge pair vertex output denotes maximum domino anadi place edge graph,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
978,978,1210/B,marcin coach university student want attend training camp marcin smart coach want send student work calmly let focus student indexed described equal skill level student higher better known algorithm numbered student know algorithm bit set binary representation otherwise bit set student think better student know algorithm know note student think better group student work together calmly student group think better everyone else group marcin want send group least student work together calmly maximum possible sum skill level sum contains student interested camp second contains third contains output denotes maximum sum student group student work together calmly group least student work together calmly print,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
979,979,1210/C,kamil like streaming competitive programming video metube channel ha recently reached million subscriber order celebrate posted video interesting problem solve help given tree connected undirected graph consisting vertex connected edge tree rooted vertex vertex called ancestor lie shortest path root particular vertex ancestor vertex assigned beauty non negative larger allows define beauty path let ancestor define beauty greatest common divisor beauty vertex shortest path formally vertex shortest path gcd gcd gcd denotes greatest common divisor set particular gcd task find sum ancestor ancestor result might large please output modulo note gcd gcd gcd particular gcd gcd contains single vertex tree following contains value denotes beauty vertex following describe edge tree contains vertex connected single edge output sum beauty path ancestor sum printed modulo,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
980,980,1210/D,konrad human relation consultant working voltmodder large electrical equipment producer today ha tasked evaluating level happiness company people working voltmodder numbered employee earns different amount money company initially person earns ruble per day following day salary revised end day employee start earning ruble per day become best paid person company employee keep new salary get revised pair people like creates great psychological danger company formally people dislike earns money employee brag dangerous triple triple employee brag turn brag dislike dislike beginning day konrad need evaluate dangerous triple company help contains employee company pair people like following contains denoting employee hate dislike dislike relationship mentioned exactly next contains salary revision following contains single denoting end day employee earn output dangerous triple company beginning day,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
981,981,1210/E,wojtek ha math competition byteland prize admirable great book called card trick everyone great thought finally use old dusted deck card always lying unused desk chapter book shuffle card order want basically list intricate method shuffling deck card deterministic way specifically recipe described permutation enumerate card deck top bottom indicates card top deck shuffle day short wojtek want learn trick today pick memorize trick inclusive take sorted deck card repeatedly apply random memorized trick get bored still like math started wondering many different deck stop shuffling wojtek still choose still curious therefore defined different deck get memorizes trick inclusive value n lnf contains trick card wojtek deck following describes single trick described distinct output value sum described statement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,982,1210/F1,easier version problem version marek working hard creating strong testcases new algorithmic problem want know nah telling tell generates testcases marek chooses generates random bipartite graph vertex vertex left side vertex right side put edge vertex probability percent turn test strong perfect matching exists generated graph probability occur shown value represented coprime mod let mod print value modulo input contains single following describe probability edge appearing graph contains denotes probability percent edge appearing print single probability perfect matching exists bipartite graph written mod defined,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
983,983,1210/F2,harder version problem version marek working hard creating strong test case new algorithmic problem want know nah telling tell generates test case marek chooses generates random bipartite graph vertex vertex left side vertex right side put edge vertex probability percent turn test strong perfect matching exists generated graph probability occur shown value represented coprime mod let mod print value modulo input contains single following describe probability edge appearing graph contains denotes probability percent edge appearing print single probability perfect matching exists bipartite graph written mod defined,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
984,984,1210/G,mateusz like travel visit saint computersburg much left sightsee decided escape room friend team ha solved riddle flawlessly riddle remaining huge circular table weighing scale lying top table distributed along circle scale adjacent exactly scale scale adjacent well scale scale initially contains heavy coin mateusz perform move move consists fetching single coin scale putting adjacent scale turn riddle solved specific amount coin scale specifically scale ha parameter coin lie single scale scale contains least coin riddle solved mateusz team win mateusz aiming best possible time therefore want solved riddle quickly possible minimum possible move required fulfill condition contains weighing scale circle following describe scale describes scale consists guaranteed riddle solvable output minimum operation required solve riddle,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
985,985,1213/A,given chip chip placed coordinate chip equal coordinate perform following type move possibly time chip move chip left right free replace current coordinate move chip left right pay coin move replace current coordinate note allowed move chip coordinate including negative task find minimum total coin required move chip coordinate equal sequence move input contains chip second input contains coordinate chip print minimum total coin required move chip coordinate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,986,1213/B,polycarp analyzes price new berphone disposal price last day price berphone day polycarp considers price day bad later day greater berphone wa sold lower price example day bad price day print day bad price answer independent data set contains set input data test data set must processed independently another input data set consists contains day second contains price day guaranteed sum data set test doe exceed print equal day bad price input data set,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
987,987,1213/C,polycarp reading book consisting page numbered every time finish page divisible writes last digit page example page divisible last digit correspondingly sum task calculate sum digit polycarp ha written answer independent query input contains query following query per query given page book required divisor respectively query print answer sum digit written polycarp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,988,1213/D1,difference easy hard version element array given array consisting move choose divide rounding word move set perform operation possibly time task calculate minimum possible operation required obtain least equal array forget possible operation thus answer always exists input contains element array equal required second input contains element print minimum possible operation required obtain least equal array,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
989,989,1213/D2,difference easy hard version element array given array consisting move choose divide rounding word move set perform operation possibly time task calculate minimum possible operation required obtain least equal array forget possible operation thus answer always exists input contains element array equal required second input contains element print minimum possible operation required obtain least equal array,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
990,990,1213/E,given string length consisting character possible example string find string consisting character character character character occur substring substring string contiguous subsequence string string substring string abacc string substring string abacc multiple answer print input contains character resulting string second input contains string length consisting character third input contains string length consisting character impossible find suitable string print,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
991,991,1213/F,author come string consisting lowercase latin letter given permutation index necessary equal length recall permutation array length contains exactly following property hold mean write character order permutation index resulting string sorted non decreasing order task restore string length consisting least distinct lowercase latin letter suit given permutation multiple answer print input contains length string distinct character required second input contains distinct permutation third input contains distinct permutation impossible find suitable string print,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
992,992,1213/G,given weighted tree consisting vertex recall tree connected graph without cycle vertex connected edge weight given query query given query need calculate pair vertex maximum weight edge simple path exceed input contains vertex tree query next describes edge tree edge denoted label vertex connects weight edge guaranteed given edge form tree last input contains maximum weight edge query print answer query value equal pair vertex maximum weight edge simple path exceed,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
993,993,1214/A,andrew wa excited participate olympiad metropolis day flew quickly andrew already airport ready home ha ruble left would like exchange euro dollar bill andrew mix dollar bill euro bill whatever way want price dollar ruble euro cost ruble recall exist following dollar bill following euro bill note problem consider euro bill hard find bill currency exchange point andrew buy combination bill goal minimize total ruble exchange help write program given find minimum ruble andrew get buying dollar euro bill input contains initial sum ruble andrew ha second input contains price dollar ruble third input contains price euro ruble output minimum ruble andrew buying dollar euro bill optimally,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
994,994,1214/B,boy girl participating olympiad metropolis board game tournament evening participant accepted invitation organizer know many boy girl organizer preparing red badge girl blue boy vasya prepared deck badge inclusive deck contains blue badge red total badge deck exactly determine minimum deck vasya take suitable deck matter many girl boy participant tournament contains boy second contains girl third contains board game tournament participant output minimum badge deck vasya could take,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
995,995,1214/C,petya friend made birthday present bracket sequence petya wa quite disappointed gift dreamed correct bracket sequence told friend nothing dream decided fix present make everything right petya going move bracket original place sequence position reversing bracket turning vice versa allowed remind bracket sequence called correct empty equal correct bracket sequence equal concatenation correct bracket sequence example correct help petya fix birthday present understand whether move bracket sequence becomes correct input contains single length sequence petya received birthday second input contains bracket sequence length containing symbol print yes petya make sequence correct moving bracket otherwise print,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
996,996,1214/D,love treasure right young vasya heading treasure island treasure island represented rectangular table nm surrounded ocean let row field consecutive top bottom column consecutive left right denote cell row column island cell impassable forest cell free passable treasure hidden cell vasya got ship cell want reach treasure hurrying move cell cell next row downwards next column rightwards cell move cell course vasya move cell impassable forest evil witch aware vasya journey going prevent reaching treasure vasya move able grow using evil magic impassable forest previously free cell witch able grow forest free cell except cell vasya got ship treasure hidden help evil witch finding minimum cell ha turn impassable forest vasya longer able reach treasure input contains positive size island following contains string length describing island character string equal cell contains impassable forest cell free passable let remind vasya get ship cell cell row want reach cell last cell last row guaranteed cell empty print minimum cell evil witch ha turn impassable forest order prevent vasya reaching treasure,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
997,997,1214/E,petya birthday party friend presented brand new electrician construction set sure enjoy always doe weird puzzle give construction set electrician consists n wire light bulb bulb ha unique index wire look indistinguishable order complete construction set ha use wire connect distinct bulb define chain completed construction set sequence distinct bulb length least every consecutive bulb sequence directly connected wire completed construction set configuration said correct resulting network bulb wire ha tree structure distinct bulb endpoint chain petya wa assembling different configuration several day noticed sometimes bulb turn series experiment came conclusion bulb indexed turn chain connecting consists exactly wire moreover following important condition hold value never greater petya best wa able find configuration make bulb turn seek assistance please find configuration make bulb shine guaranteed configuration always exists input contains single parameter construction set defines bulb wire next contains stand wire chain bulb consist print n distinct index bulb connected wire,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
998,998,1214/F,large company cecsi poca pola fighting long time order overcome competitor poca pola started super secret project ha total vacancy office many test interview candidate selected thing left wa employment candidate skill matter work company decided distribute candidate workplace total distance home workplace candidate minimal well known earth round described circle city earth described point circle city enumerated city index neighbor city index neighbor well people move along circle distance city equal minimal transition neighboring city perform get city another particular distance city equal poca pola vacancy located office city candidate live city possible vacancy located city candidate live city poca pola manager busy super secret project asked help poca pola distribute candidate workplace sum distance home workplace candidate minimum possible contains city earth vacancy second contains city vacancy located third contains city candidate live minimum total distance home workplace candidate,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
999,999,1214/G,recently biologist came fascinating conclusion find chameleon mood consider chameleon body rectangular table nm cell green blue change color denote cell row column let define chameleon good mood certificate cell corner subrectangle table color opposite cell similar time cell color similar formally group cell color coincide color coincide cell share color wa found whenever cell present chameleon good mood vice versa cell chameleon bad mood asked help scientist write program determining mood chameleon let consider initially cell chameleon green chameleon coloring change several time change color contiguous segment table row replaced opposite formally color change defined change color cell l replaced opposite write program report mood chameleon change additionally chameleon mood good program find cell good mood certificate input contains size table change respectively following contains describing coloring change print report chameleon mood color change,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1000,1000,1214/H,new pedestrian zone moscow city center consists square connected footpath define simple path sequence square square appears sequence twice adjacent square sequence directly connected footpath size simple path square footpath designed way exactly simple path pair different square preparation moscow city day city council decided renew ground tile square tile type different color numbered square exactly tile type must selected used cover square surface make walking city center fascinating wa decided select tile type square way possible simple path size exactly contains square possible tile color need find whether possible place tile way contains square new pedestrian zone different tile color following contains square connected corresponding road guaranteed possible square square moreover exactly simple path print yes possible assign tile color way otherwise,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1001,1001,1215/A,final match berland football cup ha held recently referee ha shown yellow card throughout match beginning match player team player second team rule sending player game bit different berland football player team receives yellow card throughout match longer participate match sent player second team receives yellow card sent player leaf match longer receive yellow card yellow card wa shown exactly player even player team even team leave match game still continues referee ha lost record ha received yellow card help determine minimum maximum player could thrown game contains player team second contains player second team third contains maximum yellow card player team receive receiving many yellow card leaf game fourth contains maximum yellow card player second team receive receiving many yellow card leaf game fifth contains yellow card shown match print minimum maximum player could thrown game,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1002,1002,1215/B,given sequence consisting non calculate following value pair index negative pair index positive contains element sequence second contains element sequence print subsegments negative product subsegments positive product respectively,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1003,1003,1215/C,monocarp ha got string equal length string consist lowercase latin letter monocarp want make string equal following operation time choose index string choose index string swap determine minimum operation monocarp ha perform make equal print optimal sequence operation say impossible make string equal contains length second contains string consisting character third contains string consisting character impossible make string equal print,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1004,1004,1215/D,monocarp bicarp live berland every bus ticket consists digit even evening walk monocarp bicarp found ticket digit erased digit erased even monocarp bicarp decided play game ticket monocarp hate happy ticket bicarp collect ticket considered happy sum digit ticket equal sum last digit monocarp bicarp take turn monocarp performs turn current player must replace erased digit digit game end erased digit ticket ticket happy erased digit replaced decimal digit bicarp win otherwise monocarp win determine win player play optimally contains even digit ticket second contains string digit character ticket monocarp bicarp found character digit erased note leading character even monocarp win print monocarp without quote otherwise print bicarp without quote,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1005,1005,1215/E,monocarp ha arranged colored marble row color marble monocarp like ordered thing want rearrange marble way marble color form contiguos segment segment color word monocarp want rearrange marble every color leftmost marble color row rightmost marble color ha position row every marble ha color achieve goal monocarp following operation time choose neighbouring marble swap calculate minimum operation monocarp ha perform rearrange marble note order segment marble equal color doe matter required every color marble color form exactly contiguous segment contains marble second contains sequence color marble print minimum operation monocarp ha perform achieve goal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,1006,1216/A,nikolay got string even length consists lowercase latin letter position numbered want modify string every prefix even length ha equal amount letter achieve nikolay perform following operation arbitrary time possibly choose position string replace letter position letter replace replace nikolay use letter except prefix string length string example string abba prefix even length second abba task calculate minimum operation nikolay ha perform string modify every prefix even length ha equal amount letter input contains even length string second input contains string length consists lowercase latin letter print minimum operation nikolay ha perform string modify every prefix even length ha equal amount letter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1007,1007,1216/B,recently vasya decided improve pistol shooting skill today coach offered following exercise placed row table numbered left right vasya ha knock exactly finish exercise allowed choose order knock vasya know durability mean vasya ha already knocked start shooting need shot knock assume vasya start shooting shooting knock task choose order shooting shot required knock given exactly minimum possible input contains second input contains sequence durability print minimum shot required knock given exactly,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1008,1008,1216/C,white sheet paper lying rectangle table sheet rectangle side parallel side table take look assume bottom left corner table ha coordinate coordinate ax left bottom side table bottom left corner white sheet ha coordinate top right black sheet paper placed table side black sheet parallel side table coordinate bottom left corner black sheet top right coordinate bottom left corner second black sheet top right example rectangle determine part white sheet seen black sheet placed part white sheet seen least point lying strictly inside white sheet strictly outside black sheet input contains coordinate bottom left top right corner white sheet second input contains coordinate bottom left top right corner black sheet third input contains coordinate bottom left top right corner second black sheet side sheet paper parallel perpendicular coordinate ax part white sheet seen black sheet placed print yes without quote otherwise print,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1009,1009,1216/D,type sword theater basement used play moreover exactly sword type people broken theater basement ha taken exactly sword single type note different people might taken different type sword note value unknown next morning director theater discovers loss count sword exactly sword type left untouched director ha clue initial sword type basement people broken basement many sword taken example possible situation people took sword type people took sword third type note know value beforehand know value thus seek help determine minimum people could broken theater basement sword ha taken input contains type sword second input contains sequence equal sword type remained basement theft guaranteed exists least pair index print minimum people could broken basement sword ha taken,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,1010,1216/E1,difference easy hard version maximum value given infinite sequence form consist block consecutive positive written another block consists second third block consists element sequence element sequence numbered example element sequence element sequence element sequence element element sequence task answer independent query query given calculate digit position sequence input contains query following contains description corresponding query print print digit answer query equal element position sequence,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1011,1011,1216/E2,difference easy hard version maximum value given infinite sequence form consist block consecutive positive written another block consists second third block consists element sequence element sequence numbered example element sequence element sequence element sequence element element sequence task answer independent query query given calculate digit position sequence input contains query following contains description corresponding query print print digit answer query equal element position sequence,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1012,1012,1216/F,work system administrator dormitory ha room another along straight hallway room numbered connect room internet connect room internet directly cost connection room coin room spot router cost placing router room coin place router room doe spot place router room connect room max min inclusive internet range router value router calculate minimum total cost connecting room internet assume room spot router greater router input contains room range router second input contains string length consisting character string equal spot router room character string equal place router room print minimum total cost connecting room internet,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1013,1013,1217/A,play favourite game another time chose character play ha str point strength int point intelligence start character ha exp free experience point invest either strength intelligence investing point either raise strength raise intelligence since like make fun want create jock character ha strength intelligence point resulting strength strictly greater resulting intelligence calculate different character build create purpose replayability must invest free point character build different strength intellect different contains single query next description query per contains str int exp tr int xp initial strength intelligence character free point respectively print per query query print different character build create,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1014,1014,1217/B,fighting zmei gorynich ferocious monster slavic myth huge dragon like reptile multiple head initially zmei gorynich ha head deal type blow deal blow type decrease gorynich head min curx curx current head blow zmei gorynich ha least head grows new head curx gorynich defeated deal blow time order example curx head change cut head zmei grows new curx head change zmei gorynich considered defeated calculate minimum blow defeat zmei gorynich answer independent query contains query query contains possible type blow head zmei initially ha respectively following query description type blow deal contains description blow query print minimum blow deal defeat zmei gorynich,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1015,1015,1217/C,given binary string recall string binary character either let decimal representation written binary form possibly leading example substring good example string ha good substring task calculate good substring string answer independent query contains query query contains string consisting digit guaranteed query print good substring string,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1016,1016,1217/D,given directed graph vertex directed edge without self loop multiple edge let denote coloring digraph following color edge color coloring good cycle formed edge color find good coloring given digraph minimum possible contains vertex edge digraph respectively next description edge per edge pair directed edge graph guaranteed ordered pair appears list edge print single used color good coloring given graph,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1017,1017,1217/E,let define balanced multiset following way write sum element multiset decimal representation position check multiset includes least element digit element digit sum position hold every position multiset balanced otherwise unbalanced example multiset balanced multiset unbalanced red digit mark element position element digit sum sum multiset every position ha digit required sum second multiset second last digit appear thus making multiset unbalanced given array consisting asked perform query query type replace value find unbalanced subset multiset minimum sum report unbalanced subset exists note empty multiset balanced query second type print lowest sum unbalanced subset print unbalanced subset exists contains element array query respectively second contains following contains query type replace value find unbalanced subset multiset lowest sum report unbalanced subset exists guaranteed least query second type query second type print lowest sum unbalanced subset print unbalanced subset exists,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1018,1018,1217/F,given undirected graph vertex numbered initially edge asked perform query graph let last answer latest query second type set query query following add undirected edge vertex last mod last mod exist otherwise remove check exists path vertex last mod last mod go currently existing edge set last otherwise good luck contains vertex query respectively following contains query aforementioned type guaranteed least query second type print string consisting character character answer query second type therefore length string equal query second type,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1019,1019,1218/A,charge bubblereactor consists bubblecores connected electrical wiring electrical wiring connects distinct bubblecores bubblecores connected electrical wiring task start bubblereactor starting bubblecore order bubblecore started need receiving power directly connected bubblecore already started kick start bubblecore manually without needing power guaranteed bubblecores started bubblecore boot procedure potential calculated bubblecores power inactive bubblecores connected directly inactive bubblecores included start bubblereactor sum bubblecores potential maximum contains bubblecores following denoting exists electrical wiring bubblecores single maximum sum bubblecores potential,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1020,1020,1218/B,bob bubblestrong got new job security guard bob responsible safety collection warehouse containing valuable bubble cup asset high quality bubble task detect thief inside warehouse call police looking sky warehouse ha shape convex polygon wall warehouse intersect course none warehouse built inside another warehouse little bubble cup boss know lazy bob enjoys watching soap opera heard full bubble coziness office instead going warehouse another check warehouse secured plan bob ha monitor warehouse comfort office using special ray goggles goggles infinite range thief warehouse could easily spotted goggles promptly broke ray strong enough let bob see single wall bob would really appreciate could help find total area inside warehouse monitored broken goggles could know much area warehouse need monitor person contains warehouse next describe warehouse corner warehouse followed pair pair coordinate corner corner listed clockwise order total corner warehouse bob office positioned point coordinate office contained warehouse print single containing single decimal accurate least decimal place total area warehouse bob monitor using broken ray goggles,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1021,1021,1218/C,mighty blackout standing upper left corner matrix must move either right second transformer jumping around matrix following way transformer start jumping position time jump next position second ax grows downwards ax grows right order jumping position defined periodic time transformer matrix want arrive bottom right corner slaying transformer losing least possible amount energy meet transformer matrix field must kill lose sum energy amount required kill transformer transformer killed course stop jumping fall abyss leaf matrix world output minimum possible amount energy wasted representing size matrix jumping transformer next transformer representing starting coordinate transformer jumping position distance pattern described time transformer start jumping energy required kill guaranteed jumping point transformer matrix coordinate print single minimum possible amount energy wasted blackout arrive bottom right corner,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,1022,1218/D,galaxy far far away ancient interplanetary republic bubbleland consisting planet bidirectional wormhole connecting pair planet bubbleland centralized republic capital planet whiteplanet another planet reached using wormhole guaranteed wormhole connects planet different wormhole connect pair planet call path begin planet visit planet return starting point tour interplanetary safety regulation guarantee planet belongs tour tour many eon usage wormhole need repaired wormhole ha cost need payed reparation unfortunately senate bubbleland short budget therefore decided fix many wormhole need order planet reachable capital pay little money repair way senate calculates cost different cost set reparation binary xor cost individual reparation reparation made cost cost entire set senate would like know much money pay different way achieve cost modulo input contains planet wormhole following meaning exists wormhole connecting planet repair cost output smallest possible cost entire reparation different valid reparation cost modulo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1023,1023,1218/F,alan decided get shape summer created precise workout plan follow plan different gym every day next day lift gram day order improve workout performance gym buy exactly pre workout drink gym currently improve performance gram permanently immediately different gym pre workout drink cost different amount taste gym location permanent workout gain day starting workout plan alan know lift maximum gram help alan spend minimum total amount money order reach workout plan way complete workout plan successfully output contains representing day workout plan many gram lift starting workout plan respectively second contains separated single space representing many gram alan want lift day third contains representing permanent performance gain single drink last contains representing cost performance booster drink gym visit day representing minimal money spent finish workout plan finish workout plan output,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1024,1024,1218/G,planet alpha planetary system inhabited advanced civilization spaceports planet connected interplanetary space shuttle flight scheduler decide return flight every existing space shuttle connection since resident alpha strong opponent symmetry strict rule spaceports connected shuttle must different flight every pair connected spaceports goal propose shuttle flight every connected spaceports overall flight differs assume every planet ha least spaceport exist shuttle flight spaceports different planet every spaceports series shuttle flight enabling traveling spaceports connected shuttle row input representing overall spaceports second row representing shuttle flight connection third row contains character set letter position indicates planet situated spaceport example xyyxzz indicates spaceports located planet spaceports located spaceports starting fourth row every row contains separated whitespace natural smaller indicate spaceports connected example indicates shuttle flight spaceports representation shuttle flight separate row input containing third set standing shuttle flight spaceports,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1025,1025,1218/H,definitely going bother another generic story alice find array alice bob play stupid game time get simple plain text let define several thing define function array word value represents composition applied time given array length non negative expected give answer query query consists query determine many exist contains size array next contains non negative array next contains query next output exactly single represent solution output solution order query asked,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1026,1026,1218/I,birthday alice received interesting gift friend light square light square game played nn lightbulb square board magical lightbulb bar size n ha magical property start game light square board magical bar turned goal game transform starting light square board pattern pattern using magical bar without rotating square board magical bar work follows placed row column orientation magical lightbulb must left right top bottom keep magical property entire bar need fully placed board light magical bar never change light magical bar light square placed switch light square board otherwise switch light magical bar used infinite time alice ha hard time transforming square board pattern bob gave help transform board let know impossible multiple solution print contains positive representing size square board next string length consisting representing initial state square board starting top row character string mean light turned otherwise next string length consisting representing desired state square board starting top row wa given alice bob last string length consisting representing pattern magical bar left right order transform instruction alice order transform square board pattern bob gave output contains representing time alice need apply magical bar,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1027,1027,1219/C,alice became interested period say positive periodic length exists positive digit written pppp example periodic length periodic length periodic length given positive period length positive alice want find smallest strictly greater periodic length contains positive representing length period second contains positive positive representing smallest positive periodic length greater,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1028,1028,1219/G,bubble cup final season farmer johnny bubble must harvest bubble bubble rectangular bubblefield formed square parcel divided row column parcel row column yield bubble johnny bubble ha available special self driving bubble harvester manually positioned beginning row column automatically harvest bubble row column harvester reach end row column stop must repositioned harvester pas parcel time collect bubble parcel johnny busy farmer available manually position harvester time per day johnny impatient want harvest many bubble possible day please help johnny calculate maximum bubble collect day contains bubblefield size next contains element yield parcel located row column output contains maximum bubble johnny harvest day,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1029,1029,1220/A,serezha wa year old wa given set card letter birthday arranged word way formed boy mother favorite binary notation serezha started playing immediately shuffled able read father decided rearrange help restore original condition wa maximum possible contains single length string second contains string consisting english lowercase letter guaranteed possible rearrange letter way form sequence word either corresponds digit corresponds digit print maximum possible binary notation print binary digit separated space leading allowed,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1030,1030,1220/B,sasha grew went grade celebrate event mother bought multiplication table row column sequence positive course girl decided take school wa lunch hooligan grisha erased main diagonal threw away array help sasha restore array contains single size table next contains table ha main diagonal single print original array guaranteed answer exists multiple answer print,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1031,1031,1220/C,mike ann sitting classroom lesson boring decided play interesting game fortunately need play game string beginning game player given substring left border right border equal initially player start make move according following rule player chooses lexicographically le player change way ann move player make move loses recall substring string continuous segment letter start position end position example ehn substring aaaehnsvz ahz mike ann playing enthusiastically notice teacher approached surprisingly teacher scold instead said figure winner game start even know unfortunately mike ann keen game theory ask write program take determines winner possible input contains single string consisting lowercase english letter print,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1032,1032,1220/D,boy dima gave julian birthday present set consisting positive know julian hate set enjoys bipartite graph anything else julian wa almost upset friend alex said build undirected graph using set way let vertex connect edge belongs unfortunately julian like graph wa built using alex decided rectify situation want erase form graph built using new set bipartite difficulty task graph alex ha work ha infinite vertex edge impossible solve task alone alex asks help write program era subset minimum size graph constructed new set bipartite recall graph bipartite vertex divided disjoint set every edge connects vertex different set contains size second contains unique print single erased element second print value erased element,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1033,1033,1220/E,alex decided touristic trip country simplicity let assume country ha city bidirectional road connecting alex life city initially located compare different city alex assigned city score high interesting city seems alex alex belief trip interesting use road twice row alex came city city choose next city trip city connected road except city task help alex plan city way maximizes total score city visited note city score counted even alex several time trip input contains city road country second contains score city following description road contains city connected road guaranteed direct road city city connected road finally possible city using road last contains single initial city output single maximum possible sum score visited city,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
1034,1034,1220/F,gardener alex love grow tree remind tree connected acyclic graph vertex today decided grow rooted binary tree binary tree tree vertex ha son luckily alex ha permutation wa presented last birthday decided grow tree according permutation doe following process find minimum element make root tree permutation divided part everything left minimum element everything right minimum element left part becomes left son root minimum element right part becomes right son root process repeated recursively part alex want grow forest tree tree cyclic shift permutation interested cyclic shift give tree minimum depth unfortunately growing forest hard long process alex want answer right help remind cyclic shift permutation element left permutation contains length permutation second contains guaranteed occur exactly time print separated space minimum possible depth tree many element need shift left achieve depth element several possible answer print,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
